User_ID,Calories
516,601.83
517,155.42
518,340.37
519,229.16
520,413.43
521,545.6
522,704.44
523,551.11
524,120.61
525,344.67
526,221.96
527,743.09
528,382.31
529,123.1
530,407.26
531,204.44
532,626.08
533,703.78
534,650.18
535,150.16
536,521.19
537,258.24
538,805.07
539,715.58
540,613.68
541,670.82
542,109.93
543,99.66
544,176.53
545,442.25
546,533.35
547,358.13
548,462.03
549,138.13
550,748.27
551,190.1
552,86.81
553,128.09
554,172.79
555,708.2
556,263.82
557,511.86
558,245.81
559,256.39
560,143.96
561,236.77
562,334.75
563,128.63
564,366.48
565,289.59
566,296.44
567,529.19
568,267.39
569,180.36
570,724.97
571,100.16
572,454.06
573,765.15
574,631.28
575,677.92
576,305.49
577,765.9
578,406.17
579,564.67
580,530.04
581,547.3
582,189.07
583,529.73
584,470.2
585,438.72
586,554.39
587,221.19
588,240.92
589,290.48
590,568.9
591,294.88
592,422.37
593,435.16
594,578.43
595,143.71
596,636.42
597,372.48
598,226.55
599,97.09
600,383.84
601,296.32
602,131.5
603,490.03
604,92.8
605,555.48
606,461.29
607,677.89
608,149.06
609,446.26
610,443.09
611,423.76
612,494.16
613,488.15
614,406.29
615,378.66
616,633.48
617,471.02
618,377.62
619,188.89
620,575.11
621,466.19
622,371.3
623,226.0
624,522.31
625,218.23
626,438.29
627,635.24
628,476.03
629,732.24
630,659.03
631,551.96
632,155.0
633,95.24
634,543.31
635,593.0
636,367.54
637,133.18
638,495.34
639,108.89
640,395.0
641,275.01
642,71.14
643,326.21
644,526.93
645,148.16
646,494.7
647,667.98
648,190.61
649,126.01
650,633.44
651,324.12
652,118.8
653,87.42
654,295.08
655,422.66
656,473.24
657,491.27
658,386.91
659,107.18
660,286.71
661,398.85
662,300.73
663,376.07
664,332.44
665,626.89
666,658.66
667,408.45
668,275.05
669,144.06
670,743.6
671,544.18
672,473.05
673,333.4
674,440.78
675,136.05
676,834.8
677,553.33
678,90.37
679,316.68
680,123.39
681,199.53
682,201.04
683,514.04
684,170.81
685,579.98
686,534.13
687,515.6
688,309.03
689,439.09
690,531.3
691,311.48
692,93.87
693,195.67
694,445.25
695,567.35
696,295.22
697,486.07
698,497.07
699,677.96
700,183.34
701,397.16
702,458.48
703,146.58
704,392.37
705,249.87
706,519.62
707,191.65
708,425.22
709,434.02
710,214.12
711,573.96
712,477.38
713,229.43
714,200.85
715,317.51
716,161.4
717,145.43
718,467.71
719,512.19
720,581.89
721,87.9
722,634.27
723,323.15
724,470.83
725,570.51
726,804.0
727,130.25
728,731.35
729,366.96
730,287.19
731,196.13
732,716.5
733,276.29
734,92.64
735,504.37
736,812.14
737,471.76
738,561.17
739,521.76
740,506.48
741,168.13
742,729.4
743,336.78
744,667.71
745,342.29
746,151.51
747,568.1
748,215.86
749,250.55
750,197.26
751,469.28
752,272.25
753,457.74
754,318.89
755,524.28
756,576.0
757,232.69
758,297.63
759,200.28
760,200.37
761,637.09
762,519.28
763,303.92
764,321.42
765,689.58
766,483.32
767,225.91
768,107.45
769,530.54
770,622.12
771,660.73
772,196.55
773,394.04
774,380.19
775,437.39
776,169.95
777,847.18
778,463.95
779,425.09
780,270.7
781,720.2
782,834.44
783,342.75
784,521.72
785,575.83
786,403.98
787,194.54
788,534.54
789,225.06
790,233.97
791,311.88
792,252.7
793,610.9
794,523.69
795,535.0
796,589.34
797,704.63
798,476.07
799,147.68
800,683.48
801,443.93
802,107.15
803,549.66
804,291.05
805,461.29
806,593.26
807,569.98
808,764.63
809,279.7
810,355.28
811,720.38
812,225.87
813,619.71
814,474.1
815,578.61
816,356.7
817,466.45
818,532.06
819,237.49
820,200.76
821,117.97
822,122.16
823,259.79
824,848.4
825,638.31
826,562.86
827,214.91
828,350.62
829,484.53
830,682.36
831,448.84
832,792.66
833,695.11
834,159.12
835,385.61
836,149.16
837,105.12
838,472.91
839,209.24
840,634.77
841,469.36
842,330.3
843,665.87
844,638.71
845,387.91
846,126.37
847,624.81
848,368.02
849,610.16
850,341.53
851,223.83
852,346.53
853,327.41
854,495.88
855,352.3
856,502.5
857,152.3
858,599.09
859,553.37
860,85.62
861,430.48
862,414.88
863,525.32
864,291.91
865,482.67
866,224.06
867,305.98
868,258.05
869,606.75
870,204.72
871,213.01
872,521.25
873,576.35
874,114.09
875,138.1
876,104.72
877,203.05
878,650.59
879,526.96
880,447.56
881,804.77
882,575.56
883,636.55
884,203.36
885,366.56
886,670.1
887,698.53
888,104.92
889,107.6
890,212.2
891,173.31
892,508.96
893,677.76
894,427.08
895,136.21
896,296.96
897,396.91
898,323.25
899,316.33
900,606.05
901,468.16
902,130.72
903,125.55
904,422.39
905,214.66
906,460.24
907,167.38
908,623.6
909,275.07
910,552.54
911,119.72
912,123.15
913,552.07
914,85.77
915,331.09
916,320.68
917,526.31
918,176.08
919,285.84
920,262.61
921,411.12
922,134.39
923,234.77
924,197.69
925,316.37
926,485.87
927,230.56
928,593.66
929,397.65
930,665.89
931,261.69
932,458.45
933,128.87
934,513.97
935,410.09
936,330.46
937,342.14
938,574.9
939,364.75
940,566.29
941,167.83
942,298.13
943,236.75
944,503.27
945,615.12
946,272.65
947,339.15
948,417.28
949,579.3
950,255.31
951,311.43
952,240.27
953,623.15
954,356.19
955,794.15
956,422.51
957,499.25
958,570.98
959,609.34
960,494.85
961,227.53
962,295.59
963,420.16
964,627.0
965,702.86
966,161.42
967,370.8
968,128.93
969,463.05
970,240.07
971,364.91
972,169.5
973,249.61
974,262.19
975,488.86
976,147.12
977,309.26
978,268.4
979,541.23
980,643.97
981,547.49
982,357.41
983,235.29
984,403.96
985,309.23
986,475.08
987,472.42
988,245.53
989,580.8
990,160.99
991,265.33
992,583.11
993,259.42
994,386.01
995,221.39
996,112.78
997,218.11
998,287.15
999,279.7
1000,419.98
1001,96.98
1002,784.93
1003,330.77
1004,473.71
1005,449.14
1006,205.72
1007,346.26
1008,159.74
1009,111.5
1010,340.74
1011,674.79
1012,226.86
1013,333.8
1014,475.26
1015,522.86
1016,125.87
1017,191.99
1018,404.55
1019,73.85
1020,194.18
1021,477.94
1022,208.31
1023,200.32
1024,497.72
1025,170.94
1026,269.77
1027,131.67
1028,505.92
1029,251.54
1030,507.34
1031,365.22
1032,384.91
1033,232.83
1034,80.77
1035,287.13
1036,158.4
1037,330.48
1038,367.06
1039,348.55
1040,374.64
1041,397.82
1042,387.54
1043,554.02
1044,489.42
1045,519.94
1046,399.96
1047,186.24
1048,637.28
1049,402.27
1050,298.88
1051,693.09
1052,688.2
1053,644.32
1054,155.88
1055,691.42
1056,848.86
1057,648.72
1058,725.59
1059,251.85
1060,557.75
1061,293.64
1062,220.5
1063,354.26
1064,176.83
1065,528.79
1066,516.28
1067,622.42
1068,870.13
1069,375.79
1070,750.86
1071,673.26
1072,69.66
1073,333.86
1074,428.98
1075,745.22
1076,524.02
1077,278.34
1078,721.67
1079,670.18
1080,595.64
1081,368.54
1082,114.23
1083,224.42
1084,381.35
1085,334.64
1086,740.73
1087,629.76
1088,650.35
1089,372.87
1090,182.08
1091,320.26
1092,188.17
1093,568.87
1094,110.89
1095,376.73
1096,293.87
1097,124.19
1098,679.39
1099,209.35
1100,314.4
1101,202.03
1102,376.16
1103,221.07
1104,209.54
1105,427.01
1106,419.74
1107,580.73
1108,144.17
1109,98.31
1110,766.15
1111,750.01
1112,122.16
1113,456.58
1114,624.15
1115,524.94
1116,426.39
1117,108.39
1118,354.27
1119,466.53
1120,107.81
1121,380.42
1122,478.6
1123,582.77
1124,771.7
1125,521.72
1126,400.49
1127,143.69
1128,429.95
1129,335.26
1130,552.42
1131,531.98
1132,306.29
1133,747.44
1134,417.94
1135,226.63
1136,448.61
1137,363.12
1138,195.43
1139,158.89
1140,663.82
1141,309.58
1142,196.06
1143,150.27
1144,282.79
1145,195.24
1146,162.63
1147,699.59
1148,213.16
1149,620.71
1150,658.76
1151,833.82
1152,576.73
1153,398.72
1154,689.95
1155,433.8
1156,687.24
1157,524.47
1158,390.01
1159,405.51
1160,669.81
1161,336.08
1162,472.78
1163,119.86
1164,235.95
1165,633.14
1166,64.1
1167,290.83
1168,264.34
1169,773.64
1170,289.1
1171,383.82
1172,196.78
1173,321.08
1174,530.75
1175,702.21
1176,538.9
1177,130.18
1178,459.05
1179,448.44
1180,758.22
1181,92.95
1182,254.36
1183,315.58
1184,553.16
1185,259.33
1186,228.67
1187,492.0
1188,403.36
1189,370.41
1190,319.67
1191,104.93
1192,423.77
1193,228.91
1194,101.14
1195,74.31
1196,711.31
1197,395.69
1198,218.8
1199,667.34
1200,468.9
1201,600.19
1202,102.59
1203,625.04
1204,397.75
1205,211.98
1206,175.77
1207,753.83
1208,494.6
1209,416.45
1210,367.98
1211,557.12
1212,379.33
1213,288.83
1214,684.26
1215,232.03
1216,591.82
1217,371.69
1218,531.15
1219,271.39
1220,536.54
1221,797.06
1222,451.18
1223,872.85
1224,553.79
1225,592.28
1226,430.71
1227,475.89
1228,179.71
1229,256.81
1230,459.69
1231,269.82
1232,361.11
1233,413.66
1234,458.77
1235,211.66
1236,416.18
1237,627.39
1238,416.41
1239,246.86
1240,361.5
1241,358.92
1242,354.05
1243,187.12
1244,266.88
1245,214.28
1246,171.46
1247,500.31
1248,583.88
1249,311.46
1250,511.36
1251,343.69
1252,130.03
1253,199.3
1254,399.31
1255,194.64
1256,256.76
1257,93.63
1258,572.05
1259,207.37
1260,362.6
1261,731.79
1262,394.1
1263,642.74
1264,510.66
1265,465.15
1266,243.59
1267,232.61
1268,486.29
1269,211.03
1270,569.15
1271,196.73
1272,220.8
1273,288.3
1274,157.27
1275,333.38
1276,625.42
1277,117.16
1278,687.89
1279,88.14
1280,562.96
1281,107.97
1282,512.16
1283,125.6
1284,502.77
1285,575.78
1286,319.08
1287,422.95
1288,515.5
1289,529.28
1290,212.23
1291,97.34
1292,345.13
1293,171.04
1294,498.89
1295,353.94
1296,474.29
1297,434.6
1298,193.36
1299,229.24
1300,607.57
1301,527.92
1302,213.22
1303,117.69
1304,231.81
1305,430.35
1306,672.17
1307,606.03
1308,348.13
1309,463.04
1310,120.78
1311,543.22
1312,551.2
1313,131.03
1314,556.99
1315,322.08
1316,339.61
1317,399.67
1318,177.25
1319,452.57
1320,591.71
1321,394.73
1322,668.08
1323,304.5
1324,505.37
1325,609.26
1326,257.79
1327,83.51
1328,506.15
1329,87.5
1330,547.62
1331,319.63
1332,100.37
1333,197.48
1334,208.95
1335,157.11
1336,385.09
1337,148.86
1338,614.03
1339,591.56
1340,426.86
1341,590.54
1342,119.8
1343,304.21
1344,422.0
1345,405.64
1346,446.14
1347,253.1
1348,731.44
1349,120.08
1350,563.57
1351,143.19
1352,462.95
1353,702.27
1354,689.58
1355,326.88
1356,632.49
1357,371.77
1358,311.21
1359,471.81
1360,677.57
1361,194.05
1362,231.64
1363,239.99
1364,277.0
1365,354.72
1366,460.81
1367,477.96
1368,265.94
1369,632.68
1370,585.52
1371,204.97
1372,270.57
1373,592.82
1374,85.02
1375,239.33
1376,517.91
1377,214.23
1378,206.01
1379,251.47
1380,80.13
1381,391.65
1382,532.47
1383,102.79
1384,195.24
1385,348.15
1386,457.94
1387,603.99
1388,286.71
1389,826.73
1390,383.02
1391,340.66
1392,249.72
1393,152.36
1394,180.47
1395,606.45
1396,638.22
1397,264.13
1398,703.9
1399,363.62
1400,617.01
1401,256.81
1402,175.1
1403,758.31
1404,642.94
1405,201.89
1406,338.99
1407,211.44
1408,135.17
1409,281.88
1410,424.41
1411,352.28
1412,419.08
1413,601.9
1414,478.02
1415,111.02
1416,540.02
1417,359.46
1418,334.82
1419,152.29
1420,341.23
1421,318.49
1422,109.54
1423,559.37
1424,426.25
1425,659.84
1426,243.46
1427,618.91
1428,696.6
1429,339.35
1430,609.84
1431,512.35
1432,368.93
1433,356.11
1434,533.5
1435,259.83
1436,527.22
1437,562.47
1438,230.76
1439,531.09
1440,738.57
1441,113.67
1442,450.23
1443,531.15
1444,641.9
1445,216.72
1446,693.22
1447,594.5
1448,567.04
1449,81.22
1450,692.44
1451,184.09
1452,377.76
1453,274.99
1454,391.08
1455,92.66
1456,463.48
1457,194.52
1458,134.91
1459,602.79
1460,669.99
1461,480.09
1462,471.49
1463,564.01
1464,528.19
1465,566.01
1466,283.51
1467,208.87
1468,507.36
1469,374.04
1470,357.65
1471,563.34
1472,588.7
1473,629.71
1474,215.52
1475,156.61
1476,429.17
1477,278.11
1478,700.33
1479,265.71
1480,109.45
1481,579.35
1482,132.59
1483,464.24
1484,124.26
1485,545.53
1486,750.27
1487,331.4
1488,325.5
1489,847.95
1490,502.56
1491,552.98
1492,104.76
1493,422.1
1494,152.36
1495,191.22
1496,740.47
1497,265.62
1498,280.96
1499,645.97
1500,440.58
1501,509.83
1502,109.84
1503,498.55
1504,717.58
1505,220.5
1506,214.44
1507,522.56
1508,178.48
1509,336.85
1510,420.08
1511,401.54
1512,443.52
1513,632.73
1514,513.43
1515,302.72
1516,500.17
1517,649.31
1518,609.03
1519,320.62
1520,466.95
1521,233.84
1522,106.03
1523,229.64
1524,271.23
1525,173.43
1526,312.06
1527,625.47
1528,346.68
1529,569.13
1530,369.27
1531,519.64
1532,669.63
1533,133.31
1534,616.2
1535,603.13
1536,330.43
1537,334.38
1538,196.19
1539,234.61
1540,119.74
1541,309.52
1542,227.52
1543,158.84
1544,201.29
1545,468.96
1546,88.34
1547,343.3
1548,496.53
1549,211.26
1550,320.48
1551,627.89
1552,289.11
1553,359.22
1554,434.46
1555,525.6
1556,465.87
1557,370.17
1558,488.68
1559,132.84
1560,526.68
1561,735.89
1562,607.52
1563,523.72
1564,257.77
1565,562.62
1566,257.58
1567,181.44
1568,136.48
1569,487.63
1570,483.56
1571,332.34
1572,213.93
1573,479.93
1574,370.56
1575,216.03
1576,550.85
1577,502.96
1578,393.92
1579,341.06
1580,118.1
1581,176.19
1582,292.61
1583,117.97
1584,240.21
1585,325.69
1586,70.66
1587,435.57
1588,508.01
1589,418.33
1590,491.08
1591,311.62
1592,620.81
1593,328.03
1594,234.11
1595,424.99
1596,275.03
1597,267.41
1598,676.89
1599,557.84
1600,841.56
1601,223.78
1602,787.17
1603,375.47
1604,625.81
1605,361.0
1606,261.35
1607,227.68
1608,613.97
1609,355.32
1610,670.08
1611,235.27
1612,276.11
1613,495.73
1614,394.49
1615,472.02
1616,144.46
1617,532.71
1618,244.06
1619,127.55
1620,125.57
1621,249.38
1622,497.95
1623,215.69
1624,164.72
1625,274.28
1626,658.23
1627,219.88
1628,300.98
1629,332.09
1630,492.77
1631,131.81
1632,491.28
1633,483.77
1634,236.72
1635,367.63
1636,485.31
1637,330.94
1638,256.33
1639,451.59
1640,118.76
1641,240.04
1642,695.61
1643,299.97
1644,592.84
1645,299.87
1646,286.78
1647,231.67
1648,466.61
1649,199.41
1650,104.54
1651,351.84
1652,423.72
1653,452.46
1654,142.09
1655,628.69
1656,100.76
1657,611.42
1658,592.94
1659,524.27
1660,429.7
1661,702.29
1662,221.99
1663,156.23
1664,498.52
1665,602.54
1666,69.35
1667,605.0
1668,788.38
1669,152.74
1670,379.54
1671,263.76
1672,119.12
1673,168.37
1674,229.75
1675,693.55
1676,353.12
1677,133.48
1678,552.56
1679,487.86
1680,336.5
1681,380.02
1682,267.41
1683,421.81
1684,138.18
1685,191.29
1686,90.18
1687,372.53
1688,264.11
1689,471.72
1690,476.94
1691,614.34
1692,406.89
1693,560.14
1694,512.55
1695,660.24
1696,250.85
1697,586.36
1698,488.46
1699,180.24
1700,207.13
1701,393.28
1702,143.79
1703,364.48
1704,488.96
1705,545.76
1706,376.99
1707,583.07
1708,127.14
1709,256.73
1710,494.92
1711,132.75
1712,364.36
1713,614.12
1714,421.15
1715,96.31
1716,421.62
1717,668.28
1718,559.2
1719,129.05
1720,390.54
1721,483.67
1722,465.51
1723,662.52
1724,624.18
1725,486.66
1726,425.29
1727,266.99
1728,204.31
1729,545.07
1730,246.88
1731,188.18
1732,158.23
1733,289.87
1734,435.18
1735,715.38
1736,464.28
1737,233.68
1738,648.12
1739,413.01
1740,287.86
1741,131.03
1742,135.96
1743,135.17
1744,447.02
1745,548.68
1746,633.45
1747,199.44
1748,376.72
1749,288.55
1750,463.83
1751,243.23
1752,211.53
1753,353.27
1754,622.15
1755,580.89
1756,202.41
1757,311.48
1758,584.29
1759,596.93
1760,673.38
1761,361.53
1762,668.12
1763,234.74
1764,160.08
1765,231.25
1766,321.66
1767,295.57
1768,412.11
1769,377.31
1770,716.89
1771,158.08
1772,114.58
1773,316.24
1774,536.54
1775,270.51
1776,384.6
1777,449.75
1778,95.3
1779,65.91
1780,198.35
1781,255.33
1782,240.86
1783,430.99
1784,345.69
1785,210.08
1786,533.16
1787,411.89
1788,294.22
1789,538.69
1790,566.27
1791,740.61
1792,224.7
1793,168.81
1794,143.45
1795,582.14
1796,511.21
1797,194.1
1798,96.63
1799,480.05
1800,378.7
1801,604.47
1802,467.84
1803,146.86
1804,581.36
1805,815.64
1806,740.4
1807,464.56
1808,440.1
1809,530.61
1810,98.4
1811,324.67
1812,504.86
1813,539.41
1814,494.21
1815,446.59
1816,738.04
1817,173.63
1818,579.44
1819,313.03
1820,653.68
1821,122.17
1822,178.78
1823,110.8
1824,126.88
1825,578.64
1826,271.37
1827,568.27
1828,526.4
1829,159.19
1830,531.84
1831,509.67
1832,278.31
1833,659.32
1834,611.98
1835,158.49
1836,117.24
1837,527.96
1838,415.59
1839,279.83
1840,453.66
1841,224.65
1842,293.65
1843,683.55
1844,185.51
1845,265.44
1846,185.74
1847,62.62
1848,308.79
1849,561.81
1850,460.41
1851,369.15
1852,440.45
1853,275.47
1854,496.43
1855,157.15
1856,313.19
1857,224.82
1858,172.57
1859,801.99
1860,463.42
1861,119.39
1862,129.01
1863,611.49
1864,677.73
1865,123.43
1866,296.63
1867,693.17
1868,136.12
1869,361.66
1870,236.36
1871,747.97
1872,156.94
1873,144.76
1874,379.9
1875,497.46
1876,413.32
1877,539.1
1878,489.3
1879,256.52
1880,227.57
1881,336.91
1882,330.7
1883,710.57
1884,275.33
1885,732.43
1886,47.13
1887,358.06
1888,301.27
1889,786.87
1890,227.57
1891,178.11
1892,222.36
1893,238.89
1894,607.6
1895,617.79
1896,665.24
1897,284.87
1898,724.98
1899,138.33
1900,492.07
1901,546.06
1902,592.4
1903,186.96
1904,358.41
1905,229.2
1906,318.77
1907,514.24
1908,612.01
1909,647.55
1910,409.23
1911,238.35
1912,162.72
1913,263.88
1914,114.88
1915,506.06
1916,556.61
1917,505.56
1918,281.42
1919,135.44
1920,623.67
1921,171.89
1922,312.71
1923,334.76
1924,132.93
1925,363.88
1926,476.26
1927,656.41
1928,534.67
1929,255.3
1930,80.85
1931,149.82
1932,479.92
1933,598.33
1934,270.98
1935,500.08
1936,494.89
1937,579.47
1938,296.16
1939,504.52
1940,97.41
1941,196.27
1942,458.01
1943,132.39
1944,211.82
1945,273.62
1946,616.61
1947,138.53
1948,78.98
1949,364.76
1950,294.22
1951,166.58
1952,216.31
1953,699.48
1954,580.62
1955,96.49
1956,274.24
1957,311.66
1958,265.94
1959,301.64
1960,334.49
1961,266.24
1962,170.7
1963,484.7
1964,92.61
1965,562.69
1966,271.14
1967,352.57
1968,501.33
1969,508.76
1970,623.93
1971,258.94
1972,562.75
1973,284.63
1974,516.67
1975,332.37
1976,290.15
1977,266.53
1978,380.54
1979,513.65
1980,508.39
1981,580.54
1982,201.48
1983,269.98
1984,698.46
1985,353.95
1986,195.17
1987,121.78
1988,400.51
1989,590.35
1990,482.74
1991,382.45
1992,554.52
1993,829.67
1994,566.95
1995,462.19
1996,143.59
1997,160.3
1998,751.14
1999,468.63
2000,462.82
2001,233.56
2002,404.37
2003,437.08
2004,501.92
2005,176.41
2006,309.06
2007,619.16
2008,206.73
2009,260.69
2010,205.73
2011,390.9
2012,527.4
2013,396.58
2014,298.5
2015,93.55
2016,385.71
2017,90.94
2018,93.96
2019,598.65
2020,741.35
2021,237.99
2022,699.85
2023,389.53
2024,153.1
2025,252.15
2026,192.14
2027,859.49
2028,438.99
2029,532.43
2030,719.63
2031,95.7
2032,475.87
2033,626.53
2034,470.94
2035,668.23
2036,203.08
2037,171.79
2038,183.26
2039,272.33
2040,343.46
2041,114.74
2042,429.09
2043,724.0
2044,642.26
2045,135.18
2046,451.82
2047,479.42
2048,422.44
2049,125.71
2050,536.57
2051,538.72
2052,415.37
2053,164.02
2054,443.43
2055,716.82
2056,628.9
2057,256.57
2058,437.86
2059,154.1
2060,366.02
2061,649.45
2062,736.24
2063,301.33
2064,689.61
2065,102.4
2066,541.72
2067,232.77
2068,142.4
2069,611.63
2070,506.54
2071,254.35
2072,391.1
2073,247.94
2074,474.84
2075,707.95
2076,666.37
2077,551.81
2078,262.21
2079,689.12
2080,181.55
2081,151.77
2082,82.66
2083,426.89
2084,352.97
2085,286.73
2086,406.44
2087,188.68
2088,259.5
2089,280.53
2090,176.15
2091,246.18
2092,311.73
2093,321.5
2094,309.57
2095,680.3
2096,795.59
2097,369.05
2098,332.21
2099,476.41
2100,125.01
2101,243.92
2102,115.27
2103,184.31
2104,661.75
2105,381.67
2106,574.69
2107,444.45
2108,272.12
2109,583.36
2110,193.91
2111,274.08
2112,673.64
2113,128.28
2114,367.59
2115,599.26
2116,634.85
2117,422.94
2118,336.99
2119,544.45
2120,426.75
2121,453.56
2122,163.95
2123,337.33
2124,209.59
2125,208.8
2126,660.59
2127,340.08
2128,312.34
2129,461.53
2130,199.72
2131,533.13
2132,160.32
2133,90.63
2134,275.34
2135,791.45
2136,562.06
2137,559.36
2138,301.37
2139,363.47
2140,116.52
