User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
115,male,55,160.1,79.1,46,67,38.5
116,female,39,160.7,77.0,118,79,40.4
117,male,51,171.1,68.2,117,158,39.4
118,female,36,160.5,57.5,52,164,37.5
119,female,69,150.9,67.0,102,139,37.2
120,male,37,164.1,79.7,103,132,37.5
121,female,31,166.2,79.2,10,170,38.7
122,male,50,182.3,77.1,106,171,38.4
123,female,27,156.8,61.4,71,92,40.2
124,male,33,166.1,89.2,114,103,39.8
125,male,21,180.5,75.5,20,177,40.9
126,female,44,174.7,62.9,33,120,41.3
127,female,45,161.5,52.6,78,94,37.0
128,male,60,178.2,71.9,62,112,38.0
129,female,33,166.5,75.8,97,118,37.4
130,female,69,173.9,65.7,99,130,38.4
131,female,50,158.4,76.4,7,176,39.7
132,male,65,168.4,57.2,107,142,38.2
133,male,36,186.0,84.1,114,128,37.9
134,male,38,175.1,39.3,26,183,38.7
135,male,39,179.5,95.6,115,121,37.1
136,male,26,187.1,92.4,69,119,41.4
137,male,26,156.1,69.1,35,147,41.4
138,male,26,185.2,99.1,9,159,37.6
139,male,44,175.4,104.7,95,161,37.9
140,male,34,178.5,76.7,42,124,39.5
141,female,61,167.6,62.2,24,138,38.4
142,male,62,169.0,81.6,69,132,37.1
143,female,25,154.1,70.8,111,168,37.2
144,female,33,167.2,74.3,91,100,40.0
145,female,35,158.6,53.3,68,93,37.9
146,male,50,185.1,91.0,72,106,39.4
147,male,18,173.5,89.8,34,182,38.2
148,male,29,170.2,79.5,72,113,39.4
149,male,23,168.8,96.7,11,141,41.5
150,female,58,167.8,61.8,65,80,40.1
151,male,22,158.6,81.4,96,174,38.6
152,male,33,169.2,88.4,109,159,41.3
153,male,35,170.5,79.3,56,166,37.2
154,male,66,173.6,80.6,35,97,37.8
155,male,35,176.1,70.6,21,177,39.2
156,female,18,152.7,88.4,82,75,38.3
157,male,36,174.9,74.3,23,115,40.2
158,female,25,163.4,63.8,11,126,37.2
159,male,20,159.3,102.9,115,154,38.2
160,female,42,162.0,55.2,27,132,40.9
161,male,22,167.2,87.3,70,98,38.8
162,male,57,178.7,80.3,58,102,37.9
163,female,36,178.3,62.6,80,175,39.3
164,female,35,168.3,70.0,116,123,38.6
165,female,67,156.5,69.5,47,165,38.3
166,male,48,173.9,79.4,15,136,40.8
167,female,50,165.3,64.0,33,107,40.8
168,male,64,169.0,74.5,39,114,38.9
169,male,35,162.9,104.3,65,167,39.7
170,female,56,157.3,54.7,32,94,40.2
171,female,33,152.4,50.3,62,84,40.2
172,male,33,165.0,75.3,100,144,38.5
173,male,64,168.4,84.9,11,79,40.0
174,female,55,163.0,53.6,21,68,41.1
175,female,58,157.6,52.7,70,164,37.2
176,female,24,158.6,52.6,26,91,37.3
177,male,31,172.2,79.4,32,100,40.8
178,male,60,157.0,79.1,61,98,39.7
179,male,65,173.5,72.2,6,147,37.1
180,male,42,173.8,95.4,96,168,40.4
181,male,49,173.2,86.9,88,174,37.5
182,male,55,170.0,81.6,65,112,40.8
183,female,39,158.6,57.4,79,122,39.2
184,male,33,175.5,100.8,49,85,38.3
185,male,69,174.8,66.1,25,106,39.8
186,male,46,178.3,74.0,86,117,37.8
187,female,33,168.5,47.7,60,85,39.4
188,male,29,171.1,83.6,64,183,39.2
189,male,34,186.0,87.9,99,89,38.1
190,female,54,161.4,73.1,71,145,40.0
191,male,44,181.6,71.8,40,146,38.6
192,male,42,184.8,85.4,45,184,40.8
193,male,30,179.2,72.0,110,168,37.4
194,male,25,182.4,75.2,23,125,40.5
195,male,22,162.4,82.1,52,171,39.0
196,female,29,159.5,83.1,11,91,38.4
197,female,58,156.7,93.2,98,68,41.2
198,female,20,169.7,85.1,79,124,37.9
199,male,52,182.4,80.5,15,159,38.9
200,male,50,170.0,97.1,85,83,39.1
201,male,39,178.0,88.7,65,81,38.3
202,female,67,165.4,58.9,100,125,37.4
203,male,61,178.6,76.1,119,98,41.1
204,male,26,166.8,101.1,8,163,41.0
205,female,58,154.4,70.3,60,115,39.8
206,male,35,173.2,76.7,10,81,38.5
207,female,67,161.6,64.6,66,148,39.8
208,female,46,163.7,70.2,119,144,41.3
209,female,56,160.2,74.5,34,133,41.0
210,male,44,184.4,83.0,63,162,37.7
211,male,53,166.6,76.1,47,184,40.7
212,male,62,167.2,82.3,109,103,40.6
213,male,34,174.6,64.2,65,135,41.1
214,male,51,168.8,77.7,114,137,37.2
215,male,63,167.9,100.4,60,78,40.4
216,male,20,175.8,87.9,62,80,39.5
217,female,22,169.5,72.3,63,172,39.4
218,male,31,166.9,92.2,81,88,38.6
219,female,20,161.4,65.7,69,114,40.5
220,male,40,178.7,102.9,64,136,38.9
221,male,56,169.0,58.7,57,175,38.6
222,male,47,178.3,84.0,15,90,41.3
223,female,67,157.5,51.3,84,81,39.1
224,female,62,171.6,72.8,113,90,40.6
225,female,40,162.4,75.7,53,108,37.6
226,female,44,174.2,71.0,46,107,40.3
227,male,27,158.7,94.9,93,172,40.0
228,female,42,163.7,64.6,114,121,39.3
229,male,30,176.3,78.9,66,170,37.6
230,male,33,177.6,65.4,70,67,37.5
231,female,58,163.1,75.4,95,135,40.0
232,female,51,164.4,50.7,116,133,40.9
233,female,54,154.5,56.2,24,84,39.6
234,female,39,157.9,69.3,98,166,39.1
235,female,34,166.9,51.6,21,104,39.3
236,female,40,153.3,74.2,93,69,37.7
237,female,53,163.9,62.2,48,126,37.2
238,female,66,171.7,72.1,20,89,40.7
239,male,26,171.7,87.9,62,73,40.8
240,female,69,165.3,64.0,25,184,40.4
241,female,19,148.9,54.1,57,173,40.5
242,male,49,183.3,69.3,86,78,38.0
243,female,67,177.4,63.8,14,75,37.5
244,male,39,178.2,76.9,114,82,37.7
245,male,60,164.9,80.6,10,174,39.9
246,female,30,158.7,58.6,21,149,38.8
247,male,25,152.4,90.8,16,184,37.1
248,male,18,181.7,84.7,46,70,41.3
249,male,34,182.5,79.3,64,67,38.0
250,male,29,171.5,80.5,37,138,37.0
251,female,21,157.3,50.4,40,85,38.7
252,male,30,174.5,79.3,98,125,38.0
253,female,48,156.8,71.4,27,137,38.7
254,male,58,177.7,65.6,7,105,41.2
255,male,24,200.5,81.7,77,124,39.8
256,male,40,185.8,74.0,71,146,39.9
257,male,41,180.6,86.3,66,98,41.0
258,female,22,166.4,60.9,50,178,37.5
259,female,22,164.0,73.9,13,142,37.5
260,male,34,168.5,91.8,87,131,40.8
261,male,47,181.6,63.1,26,165,37.7
262,female,26,163.9,71.9,82,156,40.3
263,male,23,166.0,53.8,54,170,37.9
264,male,42,175.6,97.4,99,142,39.1
265,male,36,168.2,82.4,116,151,38.7
266,female,33,164.2,78.3,102,140,37.5
267,female,38,165.5,58.6,58,115,40.0
268,female,19,161.7,59.7,57,145,40.8
269,male,27,181.0,78.0,91,100,37.4
270,male,33,174.6,82.3,37,167,38.6
271,female,54,159.8,73.0,45,173,37.1
272,female,32,161.0,54.8,96,99,38.1
273,female,30,163.6,62.1,25,127,38.2
274,female,30,154.5,74.8,30,184,40.7
275,male,49,177.1,76.1,14,123,40.4
276,female,62,162.6,59.1,68,180,40.7
277,male,64,179.6,78.7,27,138,37.4
278,female,63,160.9,47.0,71,171,37.6
279,male,25,180.1,69.0,14,78,38.4
280,female,60,169.4,76.6,113,153,40.3
281,female,35,157.1,73.6,108,147,37.1
282,female,53,172.6,64.5,5,126,37.7
283,female,43,175.3,65.2,32,85,39.2
284,male,27,183.0,73.5,81,105,37.1
285,female,48,159.2,78.7,43,124,37.5
286,male,50,178.2,96.5,115,121,38.4
287,male,46,172.2,73.5,111,158,38.1
288,male,22,167.0,89.1,82,167,38.6
289,male,30,177.8,82.4,62,76,40.4
290,female,18,172.2,78.8,42,121,38.0
291,male,40,191.9,80.1,69,104,39.8
292,male,57,170.0,95.6,6,74,41.0
293,male,20,186.5,77.9,74,126,38.4
294,female,20,163.2,84.4,22,77,37.2
295,female,24,153.3,81.0,56,184,39.8
296,female,53,156.4,57.3,58,126,40.2
297,female,52,153.5,66.9,22,131,39.1
298,male,32,175.3,62.1,26,163,38.9
299,male,57,177.1,76.2,51,106,40.4
300,female,20,164.3,61.0,80,162,38.9
301,male,46,168.4,101.8,79,129,37.0
302,male,47,181.1,99.3,77,131,41.0
303,male,56,173.2,81.0,115,110,38.1
304,female,35,154.0,73.7,32,154,39.7
305,female,28,157.6,45.3,46,158,39.5
306,male,60,177.1,62.9,43,174,39.3
307,female,66,151.4,59.5,23,132,38.1
308,female,55,162.9,81.2,24,180,40.3
309,female,57,167.9,68.3,72,101,38.1
310,female,18,169.7,57.1,31,122,41.2
311,female,46,159.7,79.5,69,136,39.5
312,male,27,176.9,59.8,95,126,40.5
313,female,45,165.5,66.3,50,111,40.4
314,male,48,179.3,76.2,109,174,41.4
315,male,36,180.7,86.7,68,167,39.4
316,female,20,166.0,79.5,68,182,37.2
317,male,53,182.1,69.5,61,165,37.4
318,male,60,173.7,66.3,54,95,38.6
319,male,32,166.0,97.6,96,94,38.6
320,female,50,158.2,52.4,103,90,38.0
321,female,58,165.5,68.1,107,123,41.2
322,male,60,171.2,90.9,5,144,39.1
323,female,68,162.9,68.1,115,150,41.1
324,female,62,163.7,48.0,7,160,37.2
325,female,43,164.0,59.8,8,174,38.6
326,female,33,184.1,55.2,31,171,38.6
327,male,53,178.6,97.4,41,77,37.2
328,male,50,171.0,80.8,27,89,39.9
329,female,37,166.7,69.7,31,120,37.6
330,female,30,158.2,59.7,93,120,38.6
331,male,50,171.5,81.7,86,118,41.4
332,male,22,168.0,66.5,106,142,41.2
333,female,54,169.1,74.2,6,129,38.2
334,male,31,172.0,58.5,14,145,38.4
335,female,44,164.1,74.2,48,117,39.4
336,female,40,161.0,57.3,102,104,38.3
337,male,31,164.0,89.3,94,144,40.3
338,male,57,180.0,81.3,31,85,39.6
339,female,21,156.8,83.7,100,167,39.1
340,female,56,159.8,53.1,41,178,41.3
341,male,69,180.1,69.0,79,173,38.0
342,female,36,162.1,51.3,53,91,40.9
343,male,64,188.7,61.6,33,135,40.3
344,female,21,166.8,58.8,81,127,37.9
345,male,47,178.5,90.9,12,181,37.8
346,male,36,182.2,82.5,92,92,39.6
347,male,48,167.9,80.5,64,159,37.4
348,female,48,159.0,65.8,97,170,39.2
349,female,26,155.3,60.8,69,163,38.5
350,male,30,172.1,80.7,81,161,40.8
351,female,31,163.5,54.9,58,157,39.7
352,male,63,178.2,104.7,29,108,39.9
353,male,27,169.8,79.2,105,106,38.5
354,female,65,163.6,63.9,11,103,38.0
355,female,48,171.4,51.8,26,152,39.4
356,male,54,184.0,66.1,101,122,41.3
357,female,40,154.3,69.7,115,170,39.7
358,female,44,161.5,57.8,19,100,37.1
359,male,23,191.8,101.3,7,179,41.3
360,male,43,181.1,72.9,59,117,40.8
361,female,19,160.6,76.8,12,145,41.0
362,male,62,176.4,106.8,107,134,39.0
363,male,30,170.8,98.8,52,161,41.0
364,female,68,164.0,55.0,69,120,38.2
365,male,67,163.0,90.4,80,181,40.6
366,male,36,171.7,84.1,99,112,39.8
367,female,18,152.7,63.5,96,176,41.3
368,female,57,162.4,61.1,87,108,38.3
369,male,49,180.1,74.3,86,154,37.6
370,male,39,179.0,81.5,56,108,40.2
371,female,65,164.7,72.6,81,71,41.4
372,female,46,154.7,65.2,103,180,37.7
373,female,19,145.5,67.5,42,101,37.5
374,female,57,162.3,81.3,26,144,38.9
375,male,55,169.5,66.5,61,130,40.2
376,female,65,154.2,59.2,109,176,39.7
377,female,28,168.8,63.0,109,151,41.2
378,male,34,168.1,87.8,17,173,40.6
379,female,68,167.3,74.4,40,105,39.6
380,male,60,158.3,96.1,58,103,38.6
381,female,25,163.9,64.9,109,160,40.8
382,female,39,169.5,55.8,51,100,39.2
383,female,21,160.6,37.5,51,157,40.9
384,male,28,167.4,108.0,74,72,39.7
385,male,25,175.8,91.8,76,171,40.2
386,female,26,164.7,46.0,92,107,37.2
387,male,43,188.4,78.2,105,79,41.5
388,male,19,179.0,72.8,84,142,40.4
389,male,33,160.3,65.8,87,118,39.6
390,male,48,164.9,100.5,42,70,39.4
391,male,23,175.4,85.7,114,115,39.7
392,male,38,167.6,64.8,52,77,37.2
393,female,43,153.3,63.4,71,140,38.6
394,female,36,179.7,79.0,26,91,37.4
395,male,45,180.8,74.6,104,98,37.8
396,female,25,161.3,64.9,26,115,38.5
397,female,31,171.8,85.2,66,139,40.0
398,female,41,157.8,64.2,91,92,41.2
399,female,65,167.1,59.9,5,135,41.4
400,male,61,176.6,72.8,90,163,40.4
401,female,54,166.2,68.0,67,183,38.2
402,female,43,160.6,53.1,84,99,38.5
403,male,48,162.4,73.5,46,84,38.4
404,male,68,184.9,78.6,114,139,40.8
405,female,49,157.5,74.5,71,149,40.5
406,female,67,163.0,71.6,6,66,37.3
407,female,58,152.1,69.8,65,85,39.2
408,female,19,154.3,55.0,107,155,39.9
409,female,42,163.9,55.0,65,106,37.1
410,female,69,162.1,66.6,14,86,39.7
411,male,61,167.9,97.0,40,153,41.2
412,female,19,162.7,50.5,107,122,37.2
413,female,59,180.6,61.5,61,100,37.8
414,male,18,185.8,73.3,108,159,37.5
415,male,53,182.3,99.9,20,80,38.7
416,male,29,181.4,82.5,17,176,38.7
417,male,26,180.6,62.7,38,101,41.3
418,female,53,162.7,69.1,110,180,40.6
419,female,58,167.8,52.3,26,85,39.9
420,female,45,165.8,57.3,23,157,39.9
421,female,55,161.0,64.9,22,129,40.0
422,female,50,163.8,55.9,52,123,37.8
423,female,59,174.2,61.7,14,184,38.6
424,male,63,169.2,70.9,87,169,39.9
425,female,39,156.1,49.9,31,131,37.2
426,male,42,176.1,88.3,113,173,39.2
427,male,35,177.9,78.4,18,90,40.8
428,female,23,164.0,52.8,16,99,39.5
429,male,35,160.2,87.3,113,73,40.9
430,female,69,153.6,65.4,80,156,40.4
431,male,33,186.5,91.8,90,73,39.4
432,female,32,169.9,71.6,13,141,38.7
433,male,65,179.8,73.6,39,87,40.0
434,female,25,172.0,61.9,113,117,39.2
435,female,30,149.9,76.7,18,113,41.5
436,female,60,166.5,61.1,119,169,39.7
437,female,24,152.5,51.0,28,172,38.1
438,female,34,156.0,46.0,71,102,41.3
439,male,67,178.5,71.0,104,67,38.3
440,male,49,160.7,104.0,116,85,41.0
441,male,39,169.0,82.0,94,171,39.2
442,female,68,156.5,57.3,114,95,40.2
443,male,30,184.3,82.5,50,125,37.9
444,female,64,167.8,73.3,30,109,39.5
445,female,40,169.2,71.3,108,110,37.9
446,male,46,178.0,68.1,50,175,38.1
447,male,39,170.7,73.7,103,79,37.7
448,female,18,160.8,61.1,75,145,39.0
449,male,46,188.4,76.5,33,142,39.3
450,female,65,167.4,56.1,9,80,38.2
451,female,22,167.1,63.9,34,170,39.8
452,female,52,157.1,55.5,16,81,38.2
453,female,27,177.4,68.7,93,90,39.3
454,female,36,175.7,69.8,65,176,40.1
455,male,54,185.3,57.3,18,142,37.3
456,male,24,171.2,71.3,117,109,40.9
457,female,63,165.3,67.3,35,164,38.6
458,female,52,152.2,56.6,47,86,39.3
459,male,62,164.5,86.5,116,131,39.0
460,male,30,179.9,81.7,115,131,41.3
461,female,27,159.0,48.0,80,143,37.9
462,male,19,189.0,57.1,66,132,39.8
463,female,23,146.3,60.0,56,96,40.7
464,male,25,173.2,89.4,71,80,38.9
465,female,53,169.5,55.4,93,124,38.5
466,male,42,172.5,80.3,49,94,37.5
467,female,61,156.4,60.2,27,161,40.2
468,male,64,184.2,82.0,98,101,40.5
469,male,57,176.4,75.5,9,72,38.4
470,female,24,159.4,72.8,62,95,40.5
471,male,63,186.6,93.3,101,158,37.4
472,female,40,162.8,55.2,44,166,38.9
473,male,36,187.5,65.7,16,67,38.2
474,female,63,154.0,70.7,117,148,38.2
475,male,39,178.7,80.6,98,69,41.2
476,female,30,165.0,68.4,21,110,40.5
477,male,38,189.1,89.5,19,107,40.4
478,female,18,162.6,61.8,47,133,39.2
479,male,36,175.3,84.3,71,130,39.8
480,female,50,156.5,64.0,111,115,40.5
481,female,21,153.4,76.2,79,154,38.2
482,female,59,159.5,64.0,18,80,38.3
483,male,20,194.8,87.1,63,104,41.0
484,female,44,161.0,68.7,85,113,38.0
485,male,69,173.3,77.9,100,160,40.1
486,female,58,168.4,76.8,39,180,41.1
487,male,52,172.2,95.9,34,130,41.3
488,female,45,164.6,61.3,73,169,38.4
489,male,23,186.3,75.8,17,155,41.3
490,male,23,175.2,71.2,102,172,37.6
491,female,61,154.6,47.2,25,109,38.1
492,male,40,177.9,73.9,94,143,38.8
493,male,50,169.4,84.0,42,87,40.4
494,female,33,154.9,57.5,60,150,37.4
495,male,41,180.6,74.9,74,148,38.0
496,male,22,186.8,63.3,72,65,39.1
497,male,58,182.3,67.6,86,99,37.3
498,female,59,171.1,62.3,99,157,38.6
499,male,30,169.6,68.0,28,179,39.8
500,female,64,160.3,50.8,77,86,40.5
501,male,29,190.7,105.6,31,93,39.3
502,male,22,169.5,73.9,12,126,39.0
503,male,54,189.4,75.4,94,150,38.5
504,female,48,153.5,58.1,81,75,38.7
505,male,45,168.2,90.3,68,180,39.4
506,male,45,177.4,85.1,61,149,38.8
507,female,47,163.4,50.7,113,181,38.4
508,male,35,182.3,65.4,117,173,39.8
509,female,61,161.0,53.7,9,139,41.5
510,female,44,160.4,78.2,23,150,38.3
511,male,52,169.5,82.7,56,115,37.5
512,female,43,170.9,51.0,115,110,37.7
513,male,56,167.6,88.0,82,171,39.7
514,female,66,154.7,58.0,49,73,39.5
515,female,68,158.1,67.3,41,71,37.5
516,male,35,184.2,83.0,100,68,38.8
517,female,50,172.8,77.3,19,99,40.8
518,female,42,168.0,45.0,62,76,39.2
519,female,48,162.1,56.9,31,170,40.5
520,female,54,175.0,54.2,85,167,37.2
521,female,19,173.2,68.8,102,155,39.2
522,male,50,166.6,86.7,95,165,40.7
523,female,56,160.1,63.2,95,157,39.7
524,male,60,170.3,77.0,12,80,37.5
525,female,60,156.3,51.3,52,114,41.0
526,male,49,157.2,75.1,30,118,37.8
527,male,35,182.6,75.6,106,179,40.2
528,female,34,169.1,46.7,82,141,37.3
529,female,51,167.8,71.3,13,135,39.4
530,female,56,160.9,52.6,80,125,38.4
531,male,24,184.7,70.9,19,158,41.4
532,female,59,152.1,79.2,102,74,41.0
533,male,52,171.4,87.0,113,101,39.0
534,male,47,193.5,100.2,90,103,40.8
535,male,29,169.4,68.8,16,94,38.1
536,female,52,165.5,41.5,93,164,39.3
537,female,28,150.9,56.2,37,110,40.7
538,male,61,178.1,72.6,116,140,40.1
539,male,21,177.3,79.8,110,161,39.0
540,female,42,155.8,57.7,112,111,39.4
541,male,65,177.2,107.2,108,129,38.3
542,female,49,153.9,62.8,8,174,39.5
543,male,37,187.1,53.5,9,87,37.6
544,female,67,164.1,60.3,20,171,40.4
545,male,48,183.2,84.2,57,89,41.5
546,female,21,159.8,58.2,114,166,37.2
547,male,55,180.6,82.8,49,80,40.6
548,female,64,165.4,69.1,72,141,40.8
549,female,18,149.5,75.2,23,99,37.2
550,male,20,160.0,89.5,112,128,39.6
551,male,54,174.4,79.0,17,121,41.0
552,female,39,163.4,74.9,7,137,39.6
553,male,34,169.1,58.4,9,157,39.6
554,female,31,165.8,73.5,19,140,41.5
555,male,58,171.2,75.9,95,113,41.0
556,female,52,170.3,60.3,37,170,39.9
557,female,30,151.7,76.7,88,165,39.3
558,female,52,162.6,63.2,45,99,37.9
559,female,60,177.1,62.4,38,121,40.8
560,female,19,163.8,79.0,21,119,38.3
561,female,64,157.2,45.5,45,132,37.0
562,male,30,174.6,67.0,62,69,37.3
563,male,68,171.6,72.8,11,153,37.9
564,male,33,175.7,89.0,48,92,40.7
565,female,35,169.1,78.7,41,110,41.4
566,female,24,167.1,55.9,48,80,40.2
567,female,62,153.7,56.0,108,148,37.7
568,female,53,162.3,40.3,41,71,40.9
569,male,58,180.7,97.2,19,101,40.6
570,male,47,174.2,98.2,102,81,40.8
571,female,59,153.1,61.7,7,171,37.8
572,male,58,177.7,80.4,70,81,39.3
573,male,24,172.1,73.4,111,182,39.8
574,female,32,159.8,81.1,106,178,40.0
575,male,57,175.3,70.2,102,91,40.1
576,female,36,160.3,60.4,64,85,37.1
577,male,60,168.9,90.8,103,98,41.3
578,female,54,165.5,62.8,67,122,39.6
579,female,19,170.0,64.1,116,113,37.9
580,female,59,161.4,47.8,88,168,40.4
581,female,65,174.2,68.7,118,148,37.2
582,male,30,159.2,80.4,21,170,37.7
583,female,57,159.6,72.8,99,128,38.8
584,female,58,163.7,65.3,85,96,39.5
585,female,60,154.3,47.8,78,173,38.9
586,male,60,169.9,80.8,91,117,38.4
587,female,48,166.0,51.6,34,102,40.3
588,male,33,170.7,69.2,41,86,37.0
589,female,59,160.1,61.8,48,79,40.1
590,male,61,176.4,70.6,70,164,41.3
591,male,23,193.5,65.5,45,114,37.7
592,female,45,151.3,63.5,64,156,40.9
593,male,49,172.5,77.9,74,130,37.8
594,female,61,167.2,63.7,107,128,38.9
595,female,27,164.6,48.1,17,161,41.4
596,female,67,159.7,66.4,109,101,40.5
597,male,35,156.0,82.0,60,86,38.6
598,male,21,170.8,97.8,28,156,38.6
599,female,26,164.4,54.2,7,138,38.4
600,female,24,152.7,72.9,68,144,38.6
601,male,67,168.4,92.5,33,114,41.4
602,female,25,165.7,63.3,20,78,38.5
603,female,60,156.1,60.5,92,115,39.0
604,female,24,162.3,67.0,8,123,38.0
605,male,58,168.6,95.4,75,163,39.9
606,male,57,178.6,68.7,58,155,40.7
607,male,20,171.8,71.3,117,75,38.3
608,female,34,158.3,59.9,24,71,38.0
609,female,19,168.4,50.8,83,104,39.0
610,female,32,167.0,73.5,77,107,40.1
611,male,63,175.9,93.6,61,125,38.8
612,female,46,155.5,44.8,107,98,37.7
613,female,67,165.7,64.9,103,69,37.8
614,female,65,170.4,81.6,71,167,38.3
615,female,69,170.3,67.8,60,88,40.8
616,male,39,174.7,83.8,93,154,39.3
617,male,21,168.6,97.0,68,99,39.6
618,female,69,150.6,74.7,71,174,37.9
619,male,23,187.7,76.5,19,150,39.9
620,male,55,182.6,82.4,79,105,40.8
621,female,43,148.4,60.9,92,132,37.9
622,female,28,177.6,76.0,74,166,37.3
623,male,43,177.3,48.7,25,148,40.0
624,female,34,167.5,74.5,82,165,40.7
625,male,41,172.7,54.1,31,67,40.1
626,female,45,162.5,64.2,81,125,38.9
627,male,52,175.7,59.5,91,164,39.9
628,female,48,155.1,61.5,70,179,41.5
629,male,30,178.5,65.8,113,68,39.8
630,male,52,176.4,86.5,99,134,39.4
631,male,33,177.3,89.2,81,114,39.4
632,female,32,165.3,57.1,20,140,39.1
